PAIR_ID	SOURCE_FILE	EN_TEXT	ZH_TEXT	IT_TEXT	CITATION_EN	CITATION_ZH	EN_CHAR_LEN	ZH_CHAR_LEN
pair_0204_1955_022_251113	0204_1955_022_251113.txt	At the time of rendering service, you should feel that object of service is Náráyańa or God and that you are a spiritual aspirant. With such feelings there is no room for conceit. Conceit causes the fall of human beings. To get rid of conceit we will have to regard the object of our service as Náráyańa. When you render service to anyone you must mentally address them with sincere devotion. “O Lord, O Náráyańa! Oblige me by accepting my services. You are merciful to me, and for this reason you have appeared before me as a living being to offer this very precious opportunity of rendering service to You.” By maintaining such sentiments, conceit will not arise in you, nor will you be bound by the reactions of your actions.	從事服務時，你應心懷服務的對象即是上帝，而你則是靈性的渴望者，內心有此胸懷則不會有自負感。自負會造成人的墮落，要消除自負，我們必須視所服務的對象是上帝(Narayana)。 當你為任何人服務時，內心須誠摯地念道：「哦！主啊！哦！上主那拉衍那！請接受我的服務。由於您對我的慈悲，您示現為生靈出現在我的面前，賜給我如此珍貴的機會來為您服務。」懷著這樣的胸懷，自負就不會在心中出現，你也不會受到行為的反作用力的束縛。	Nel momento in cui compiete un atto di servizio, dovreste sentire che l’oggetto del vostro servizio è Nārāyaṇa, o Dio, e che voi stessi siete aspiranti spirituali. Con tali sentimenti non rimane spazio per l’orgoglio. L’orgoglio causa la caduta degli esseri umani. Per liberarci dall’orgoglio dobbiamo considerare l’oggetto del nostro servizio come Nārāyaṇa. Quando offrite il vostro servizio a qualcuno, dovreste mentalmente rivolgervi a quella persona con sincera devozione: «Signore, Nārāyaṇa, concedimi la grazia di accettare il mio servizio. Tu sei misericordioso con me e, per questo motivo, sei apparso davanti a me come un essere vivente per offrirmi questa preziosissima opportunità di servirti.» Coltivando tali sentimenti, in voi non sorgerà orgoglio, né sarete vincolati dalle reazioni delle vostre azioni.	Shrii Shrii Ánandamúrti | Mághii Púrńimá 1955 DMC | 02 Yajiṋa and Karmaphala | Ananda Marga Karma Yoga in a Nutshell	Shrii Shrii Ánandamúrti | 1955年2月4日Mághii滿月日於Bhagalpur大法會 | 02 行動及其結果 | 行動瑜伽的智慧	737	205
pair_0204_1955_023_241106	0204_1955_023_241106.txt	Wherever I look Hari is visible. To attain this stage is the consummation of the aspirantʼs efforts. By working with ideation of Brahma, you will gradually be able to perceive Brahma in everything. Why should ideation of Brahma or Hari be adopted? Before realizing this you will have to understand what Bháva signifies.	不論看向何處，所看到的都是至上意識(Hari)。靈性渴望者努力的圓滿成就即是達到此境界。工作時心懷至上意識，逐漸地你就能在一切事物中都感受到至上意識。為何要心懷至上意識呢？明白此點之前，必須先了解Bháva的意義。		Shrii Shrii Ánandamúrti | Mághii Púrńimá 1955 DMC | 02 Yajiṋa and Karmaphala | Ananda Marga Karma Yoga in a Nutshell	Shrii Shrii Ánandamúrti | 1955年2月4日Mághii滿月日於Bhagalpur大法會 | 02 行動及其結果 | 行動瑜伽的智慧，P.23~24	320	107
pair_0204_1955_025_251125	0204_1955_025_251125.txt	Spontaneous idea: In this case, the ideas spring from within and only the true ideas get expressed. This occurs while you are in Iishvara Prańidhána. Initially the feeling of “I am” certainly exists in the aspirantʼs mind. He or she feels that “I am practicing Sádhaná for a realization of Brahma.” In the method of Sádhaná prescribed of Ananda Marga, this feeling of “I am” having been developed and expressed spontaneously is then transformed into feelings of Brahma. This spontaneous idea is not easily understood by those who do not practice Sádhaná.	自發的理念：這種情形的理念來自內在，而且只有真正的理念會表達出來。當你在從事將心念安住於至上意識(Iishvara Prańidhána)的修法時，這種理念就會展現出來。 最初「我是」的感覺必然存於修行者心中，他會覺得：我是為了了悟至上意識而從事靈性的修持。阿南達瑪迦所傳授的靈性修持方法，會自然的發展並表達出這種「我是」的感覺，然後再轉換成對至上意識的感覺。這種自發的理念對那些不從事靈性修持的人而言是很不容易理解的。	Idea spontanea: in questo caso, i pensieri non sono imposti dalla volontà o dall’ambiente, ma nascono spontaneamente dal profondo della mente, e ciò che emerge è soltanto ciò che è autentico. Questa esperienza avviene durante Iishvara Pranidhána, quando la mente è concentrata interiormente. All’inizio, chi medita sente chiaramente il proprio “io”: percepisce sé stesso come colui che sta praticando il sadhana per realizzare Brahma. Ma, nel sadhana dell’Ananda Marga, questo senso iniziale di “io sono colui che pratica” — quando matura e si esprime in modo sempre più spontaneo — gradualmente si trasforma in un sentimento più ampio, in cui l’io individuale si fonde in un senso di unità con Brahma. Questa forma di idea spontanea è difficile da comprendere per chi non medita, perché appartiene a uno stato mentale molto sottile.	Shrii Shrii Ánandamúrti | Mághii Púrńimá 1955 DMC | 02 Yajiṋa and Karmaphala | Ananda Marga Karma Yoga in a Nutshell	Shrii Shrii Ánandamúrti | 1955年2月4日Mághii滿月日於Bhagalpur大法會 | 02 行動及其結果 | 行動瑜伽的智慧，P.25~26	562	210
pair_0204_1955_031_251216	0204_1955_031_251216.txt	Inculcate divine sentiment by saturating love wherever you have to perform Bhúta Yajiṋa, Nr yajiṋa, and Pitr yajiṋa. It is meaningless to love out of fear. Where there is no love, there cannot be complete surrender of the self and the yajiṋa is fruitless.	在任何需要你從事對萬有的服務、對人類福祉的服務以及對先人及古聖先賢致敬之處，都要以完全的愛並心懷神聖的情感來做。因恐懼而愛是沒有意義的，沒有愛就無法將自我完全臣服，而此項服務也將毫無結果。		Shrii Shrii Ánandamúrti | Mághii Púrńimá 1955 DMC | 02 Yajiṋa and Karmaphala | Ananda Marga Karma Yoga in a Nutshell	Shrii Shrii Ánandamúrti | 1955年2月4日Mághii滿月日於Bhagalpur大法會 | 02 行動及其結果 | 行動瑜伽的智慧，P.31	260	94
pair_0204_1955_033_250518	0204_1955_033_250518.txt	You should regard yourself as an instrument of Náráyańa and go on doing your work in a detached manner. Where a person is suffering from pain, you may ask whether they are only reaping the consequences of their actions and whether in these circumstances it is proper for you to serve them. The answer is very simple. I should not even think that he or she is reaping the consequences of actions. My purpose is to decide the intention with which I will act. I will have to think that in the pursuit of a particular design, Paramátman is suffering distress and in this way, He is giving me an opportunity to render service. Out of His grace He is obliging me by accepting my services. Náráyańaʼs designs are inscrutable, so you must look upon the distressed with divine sentiments.	你應將自己視為至上意識的工具，以不執著之心來從事你的工作。當一個人受苦時，你或許會問，他是否正遭受其因果的報應呢，在此情形下為他們服務是否適當？答案非常簡單，我根本不會去想他是否遭受到因果報應。我的目的只需決定要以什麼樣的心態去做。我會想至上意識以此方式遭受痛苦，祂讓我有服務衪的機會。由於祂的恩典，祂會藉由接受我的服務來幫助我，上蒼的計劃是不可思議的，所以你必須以莊嚴赤誠之心去看待那些遭受苦難的人。		Shrii Shrii Ánandamúrti | Mághii Púrńimá 1955 DMC | 02 Yajiṋa and Karmaphala | Ananda Marga Karma Yoga in a Nutshell	Shrii Shrii Ánandamúrti | 1955年2月4日Mághii滿月日於Bhagalpur大法會 | 02 行動及其結果 | 行動瑜伽的智慧，P.33	786	201
pair_0204_1955_034_251223	0204_1955_034_251223.txt	Where action yoga, penance or knowledge is affected with feelings of distinctions, arrogance is bound to come into play and individual distinctions are created. When an act is dedicated to Paramátman, its consequences are also dedicated to Him. The unit is neither the doer nor the bearer of the consequences. What is it to you then? Occasionally, an affectatious vanity is seen in the aspirant which is not meant for his or her personal end, but rather for the sake of Paramátman. This is called Sáttvika vanity. The vanity associated with selfless service is not derived from the mean unit “I” feeling, but from the feeling of Universal “I”. Rádhá says, Bandhu tomári garave garavinii hám Rúpasii tomári rúpe. “I pride in You. This beauty that Rádhá has belongs to You. It is your beauty which has given comeliness to Rádhá. Is it not that I receive the inspiration to act from you? You are the doer and You alone are the enjoyer.”	當行動、瑜伽、苦行或知識為分別心所影響時，自負勢必生起，個體的分別心也會產生出來。當行為是奉獻給至上意識時，它的結果也是奉獻給祂。個體既非行為者亦非行為結果的擁有者，那麼你究竟是什麼呢？有時修行者故意裝出自負的樣子，但這並不是為了個人的目的而是為了至上意識的緣故，這稱為悅性的自負。與無私服務結合一起的自負並非源自個體的「我」感，而是來自大宇宙的「我」感。拉達(Rádha)說道：Bandhu tomári garave garavinii hám Rúpasii tomári rúpe。我以您為豪。拉達(Rádhá)所擁有的美是屬於您的。就是您的美賜給了拉達美麗的容顏。難道我不是從您那裡得到從事行為的鼓勵嗎？您是行為者，也只有您是享受者。	Quando il karma yoga, la disciplina spirituale o la conoscenza sono accompagnati dal senso di essere “qualcuno di distinto”, nasce inevitabilmente l’arroganza e si rafforza il senso di separazione tra gli esseri. Quando invece un’azione è dedicata a Paramātman, anche i suoi frutti vengono affidati a Lui, senza appropriazione personale: l’individuo non è più né colui che agisce né colui che porta i risultati dell’azione. Che cosa resta allora da rivendicare come “mio”? Talvolta, nell’aspirante spirituale si manifesta una sorta di vanità apparente, che però non è rivolta al proprio interesse personale, bensì a Paramātman. Questa viene chiamata vanità sāttvica. La vanità associata al servizio disinteressato non nasce dal ristretto senso dell’“io” individuale, ma dal sentimento dell’“Io” universale. Rādhā dice: Bandhu tomāri garave garavinī hām Rūpasī tomāri rūpe. «Io mi glorio in Te. La bellezza che Rādhā possiede appartiene a Te. È la Tua bellezza che ha reso bella Rādhā. Non è forse da Te che ricevo l’ispirazione ad agire? Tu sei l’agente, e Tu solo sei il fruitore.»	Shrii Shrii Ánandamúrti | Mághii Púrńimá 1955 DMC | 02 Yajiṋa and Karmaphala | Ananda Marga Karma Yoga in a Nutshell	Shrii Shrii Ánandamúrti | 1955年2月4日Mághii滿月日於Bhagalpur大法會 | 02 行動及其結果 | 行動瑜伽的智慧，P.34~35	947	322
pair_0204_1955_035_240814_Mághii滿月日	0204_1955_035_240814_Mághii滿月日.txt	You should act precisely with this sentiment. The more a person works with feelings of detachment, the greater is his or her Godward speed and the more the “I” feeling is annihilated. The Unit “I” feeling will be completely annihilated by the time you are completely established in the divine feeling. Detached actions are the fight against the unit self and for the attainment of the Universal “I”.	您應以此心境來從事行動，人愈是以不執著之心做事，則其走向神性的速度也愈快，而「我」感也會消除得愈多。當你完全的立足於神性之境時，個體的「我」感也就完全消除了。對行為的不執著即是對抗個體小我達到宇宙大我的戰鬥。		Shrii Shrii Ánandamúrti | Mághii Púrńimá 1955 DMC | 02 Yajiṋa and Karmaphala | Ananda Marga Karma Yoga in a Nutshell	Shrii Shrii Ánandamúrti | 1955年2月4日Mághii滿月日於Bhagalpur大法會 | 02 行動及其結果 | 行動瑜伽的智慧，P.35	399	104
pair_0204_1955_036_241109_Mághii滿月日	0204_1955_036_241109_Mághii滿月日.txt	There are three processes for attaining freedom from the bondage of action: (1) relinquishing any desire for the fruits of action, or Phalákáḿkśá Tyága, (2) Abandoning the vanity of performing an act, or Kartrtvábhimána Tyága, and (3) surrendering all actions unto Brahma. All of these have to be followed in the individual life, but it must be kept in mind that they all have to be strictly observed. To be more explicit, these rules are the different aspects of one and the same process.	要從行動的束縛中達到自由有三步驟：（一）放棄對行為結果的任何渴望(Phalákáḿkśá Tyága)。（二）捨棄從事任何行為的虛榮心(Kartrtvábhimána Tyága)。（三）將所有的行為臣服於至上意識。在個人的生命中必須牢記也必須嚴格的遵守、奉行這些步驟。更明確的說，這些原則是同一方法的不同層面及其步驟。		Shrii Shrii Ánandamúrti | Mághii Púrńimá 1955 DMC, Bhagalpur | 03 Actions and Their Results (Karma and Karmaphala) | Subháśita Saḿgraha Part 1	Shrii Shrii Ánandamúrti | 1955年2月4日Mághii滿月日於Bhagalpur大法會 | 03 行動結果和解脫 | 靈性科學集成 卷1，P.36	498	160
pair_0204_1955_134_250514	0204_1955_134_250514.txt	Wherever I look Hari is visible. To attain this stage is the consummation of the aspirantʼs efforts. By working with ideation of Brahma, you will gradually be able to perceive Brahma in everything. Why should ideation of Brahma or Hari be adopted? Before realizing this you will have to understand what Bháva signifies. Bháva is where the mind is sanctified. All the ten directions are brightened by the rays of the sun of Love, and love is developed for the Supreme Brahma. The mind develops gentleness or tenderness. This is the aim behind treating the objects of service with ideation of Brahma.	不論看向何處，所看到的都是至上意識(Hari)。靈性渴望者努力的圓滿成就即是達到此境界。工作時心懷至上意識，逐漸地你就能在一切事物中都感受到至上意識。為何要心懷至上意識呢？明白此點之前，必須先了解Bháva的意義。 心靈聖潔之處即是巴伐(Bháva)。愛的陽光使十方世界充滿了光明，此愛是為至上意識而開展。心靈也變得親切和溫柔。這就是以心懷至上意識的理念來對待所服務對象之目的。		Shrii Shrii Ánandamúrti | Mághii Púrńimá 1955 DMC | 10 Yajiṋa and Karmaphala | Subháśita Saḿgraha Part 1	Shrii Shrii Ánandamúrti | 1955年2月4日Mághii滿月日大法會 | 10 行動及其結果 | 靈性科學集成 卷1，P.134~135	600	189
pair_0204_1955_143_260630	0204_1955_143_260630.txt	Where a person is suffering from pain, you may ask whether they are only reaping the consequences of their actions and whether in these circumstances it is proper for you to serve them. The answer is very simple. I should not even think that he or she is reaping the consequences of actions. My purpose is to decide the intention with which I will act. I will have to think that in the pursuit of a particular design, Paramátman is suffering distress and in this way, He is giving me an opportunity to render service. Out of His grace He is obliging me by accepting my services. Náráyańaʼs designs are inscrutable, so you must look upon the distressed with divine sentiments.	當一個人受苦時，你或許會問，他是否正遭受其因果的報應呢，在此情形下為他們服務是否適當？答案非常簡單：我根本不會去想他是否遭受到因果報應，我的目的只需決定要以什麼樣的心態去做；我會想至上意識以此方式遭受痛苦，祂又設計了一個特別的方式讓我有服務的機會。由於祂的恩典，祂會藉由接受我的服務來幫助我，上蒼的計劃是不可思議的，所以你必須以莊嚴赤誠之心去看待那些遭受苦難的人。	Quando una persona soffre, potreste domandarvi se non stia semplicemente raccogliendo le conseguenze delle proprie azioni e se, in tali circostanze, sia giusto servirla. La risposta è molto semplice. Non dovreste neppure pensare che quella persona stia raccogliendo le conseguenze delle proprie azioni. Ciò che dovete stabilire è l’intenzione con cui agirete. Dovrete pensare: «Nel realizzare un particolare disegno, Paramátman sta soffrendo e, in questo modo, mi sta offrendo l’opportunità di prestare servizio. Per Sua grazia, Egli mi concede il favore di accettare il mio servizio». I disegni di Náráyaṇa sono imperscrutabili; perciò dovete guardare le persone afflitte con sentimento divino.	Shrii Shrii Ánandamúrti | Mághii Púrńimá 1955 DMC | 10 Yajiṋa and Karmaphala | Subháśita Saḿgraha Part 1	Shrii Shrii Ánandamúrti | 1955年2月4日Mághii滿月日於Bhagalpur大法會 | 10 行動及其結果 | 靈性科學集成 卷1，P.143	679	182
pair_0204_1956_028_241025_Mághii滿月日	0204_1956_028_241025_Mághii滿月日.txt	The unit beings, due to ignorance, look upon these numerous animate and inanimate entities as finite expressions of that Infinite Entity. Later, in the process of cultivation of knowledge and action, they begin to understand that they are the multifarious expressions of that Infinite Entity. Still later when they reach the pinnacle of devotion they see the Supreme Entity is everything.	無知的個體把數不盡的生物、無生物當成無限本體的有限展現；爾後當透過正確的知識以及行動，有限的個體開始了解到他們是無限本體的多面向展現；最後當他們達到虔誠的極致時，他們看待萬事萬物皆是至上本體的顯現。		Shrii Shrii Ánandamúrti | Márgashiirśa Púrńimá, 1956 DMC, Monghyr | 02 Microcosm and Macrocosm | Subháśita Saḿgraha Part 5	Shrii Shrii Ánandamúrti | 1956年2月4日Márgashiirśa滿月日於Monghyr大法會 | 02 個體小宇宙和大宇宙心靈 | 靈性科學集成 卷5，P.28	388	99
pair_0204_1956_033_240312_Márgashiirśa	0204_1956_033_240312_Márgashiirśa.txt	The Entity whose thought-world is this vast universe is not only the Universal Witness but the Universal Controller too. Even the meanest of the mean, the nastiest of the nasty, and the most infernal insects are not deprived of His grace, are not beyond His controlling touch. Conversely, even the greatest of the great, the overlord of the sea-girt earth, and the most venerable and distinguished people are powerless before Him, behumbled by His awesome personality. The sweet springs of nectar flow at the behest of His towering personality.	浩瀚無垠的宇宙是宇宙本體所想像出來的世界，祂不只是宇宙的見證者，也是宇宙的控制者。即使是最惡劣、最卑鄙的人或最低下的昆蟲都不能被剝奪至上對他們的恩典，他們也不能跳脫至上的控制。相反的，甚至最偉大、最高的統領或最德高望重的人都臣服於祂，在祂的莊嚴下顯得卑微。甜美的甘泉因祂崇高的意旨而源源湧出。		Shrii Shrii Ánandamúrti | Márgashiirśa Púrńimá, 1956 DMC, Monghyr | Microcosm and Macrocosm | Subháśita Saḿgraha Part 5	Shrii Shrii Ánandamúrti | 1956年2月4日Márgashiirśa滿月日於Monghyr大法會 | 個體小宇宙與大宇宙心靈 | 靈性科學集成 卷5，P.33	544	146
pair_0204_1956_035_250907	0204_1956_035_250907.txt	To give a limited form to that unlimited entity is a grave error; to present crude offerings to the Supreme Entity is meaningless. For ideation on Brahma there is no need to spend even a cent. If the worship of Brahma was a very expensive affair then none but a handful of billionaires would have been able to do it. Sádhaná is the birthright of all people, just like light, air, and water; the Infinite Entity is the common patrimony of all, not the private property of any particular individual.	將無限的實體限制在有限形象的束縛裡是極大的錯誤，以粗鈍之物供養至上本體是毫無意義的。因為心中持念至上意識無需花費一分一毛。如果禮拜至上所費不貲，那麼只有億萬富翁才有錢做得到。靈性修持就像空氣、陽光和水，是每個人與生俱來的權利。無限的至上本體是眾生共同的財產，非某些特殊份子的私人財產。		Shrii Shrii Ánandamúrti | Márgashiirśa Púrńimá, 1956 DMC, Monghyr | 02 Microcosm and Macrocosm | Subháśita Saḿgraha Part 5	Shrii Shrii Ánandamúrti | 1956年2月4日Márgashiirśa滿月日於Monghyr大法會 | 02 個體小宇宙和大宇宙心靈 | 靈性科學集成 卷5，P.35~36	499	142
pair_0204_1956_043_240929_Márgashiirśa	0204_1956_043_240929_Márgashiirśa.txt	The Effulgent Entity is so vast that He is beyond your capacity of perception, so tiny that He is beyond your capacity of conception. If you think that He is very far from you, He will remain forever beyond your reach. If you think that He is near, He will be so near that you need not move even an inch to attain Him.	這燦爛的本體是如此廣大超越你感知的能力，如此微小以致你無法想像。如果你認為祂離你很遠，那麼祂將永遠在你所不及之處；如果你認為祂與你非常貼近，那麼祂比你認為的更為親近。		Shrii Shrii Ánandamúrti | Márgashiirśa Púrńimá, 1956 DMC, Monghyr | Microcosm and Macrocosm | Subháśita Saḿgraha Part 5	Shrii Shrii Ánandamúrti | 1956年2月4日Márgashiirśa滿月於Monghyr大法會 | 個體小宇宙和大宇宙心靈 | 靈性科學集成 卷5，P.43	318	83
pair_0204_1956_045_231023	0204_1956_045_231023.txt	To attain Him You will have to become like Him. He is devoid of the thought of enjoyment, He is bereft of all desires and volitions. To attain Him you will have to think of Him, to ideate and meditate on Him. There is no other way to become one with Him.	你必須像祂一樣，才能達到祂：祂沒有任何享樂的念頭，沒有意欲。你想達到祂就必須想著祂、念著祂，以祂為目標靜坐觀想祂，這是唯一可與祂合一的方法。		Shrii Shrii Ánandamúrti | Márgashiirśa Púrńimá, 1956 DMC, Monghyr | 02 Microcosm and Macrocosm | Subháśita Saḿgraha Part 5	Shrii Shrii Ánandamúrti | 1956年2月4日Márgashiirśa滿月日於Monghyr大法會 | 02 個體小宇宙和大宇宙心靈 | 靈性科學集成 卷5，P.45~46	254	70
pair_0204_1956_046_240816	0204_1956_046_240816.txt	Salvation and the attainment of Brahma are synonymous. Only those who are devoid of desires and volitions, only those who are unblemished, can embrace that Supreme Entity as their psychic pabulum. To attain salvation through supreme intuitional knowledge is only possible for those people.	解脫就是達到至上意識。沒有欲望、純淨無瑕之人才能擁抱至上意識，把至上本體當成心智食糧。這樣的人才可能透過無上的靈性直覺知識得到解脫。		Shrii Shrii Ánandamúrti | Márgashiirśa Púrńimá, 1956 DMC, Monghyr | 02 Microcosm and Macrocosm | Subháśita Saḿgraha Part 5	Shrii Shrii Ánandamúrti | 1956年2月4日Márgashiirśa滿月日於Monghyr大法會 | 02 個體小宇宙和大宇宙心靈 | 靈性科學集成 卷5，P.46	289	66
pair_0204_1956_046_250208	0204_1956_046_250208.txt	As one thinks so one becomes. If one thinks that one is a sinner or a thief one will actually become a sinner or a thief one day. Never allow such negative thoughts to take root in your mind. Whenever you think, think of the Supreme. Your greatness will be determined by the greatness of the object of your thought or ideation.	一個人怎麼想就怎麼變。如果你一直認為自己是罪人或小偷，終有一日你會真的變成罪人或小偷。絕對不要讓此種念頭在你心靈生根。你應該隨時隨地想著至上意識，你觀想持念對象的偉大程度決定了你的偉大。		Shrii Shrii Ánandamúrti | Márgashiirśa Púrńimá, 1956 DMC, Monghyr | 02 Microcosm and Macrocosm | Subháśita Saḿgraha Part 5	Shrii Shrii Ánandamúrti | 1956年2月4日Márgashiirśa滿月日於Monghyr大法會 | 02 個體小宇宙和大宇宙心靈 | 靈性科學集成卷5，P.46	327	93
pair_0204_1956_048_231116	0204_1956_048_231116.txt	The Supreme Entity is the Singular, Colourless Entity. Due to the influence of the sentient, mutative and static principles various colourful psychic expressions originate from Him. In fact the difference in the nature of the psychic emanations is the cause of the differences in their colourful expressions.	至上本體獨一無二、沒有顏色。由於受到悅性、變性、惰性三種法則的束縛，不同顏色的心智表達才源源自祂而來。不同的顏色代表不同性質的心智呈現。		Shrii Shrii Ánandamúrti | Márgashiirśa Púrńimá, 1956 DMC, Monghyr | 02 Microcosm and Macrocosm | Subháśita Saḿgraha Part 5	Shrii Shrii Ánandamúrti | 1956年2月4日Márgashiirśa滿月日於Monghyr大法會 | 02 個體小宇宙和大宇宙心靈 | 靈性科學集成 卷5 P.48	308	68
pair_0204_1956_049_260328	0204_1956_049_260328.txt	This Entity exists equally before creation, within creation and after creation. To this Supreme Entity our prayer is, “Guide our intellect and wisdom along the path of righteousness.” Human beings receive the necessary guidance to move along the path of righteousness from Saguńa Brahma. He creates diverse situations and provides constant inspiration to enable human beings to learn and move along the path of virtue. The awe-inspired human beings should pray to Him alone for the secret hints to move along the right path so that they can fulfil His desire as His willing instruments. He is the only hope and aspiration of all the microcosms of the universe.	至上本體同時存在於創造前、創造時以及創造之後。我們對這樣的本體只能如是祈禱：「請引導我們的聰明才智走上正確的道路吧！」人類從俱屬性至上本體處得到該有的指引，祂創造出各種情況讓我們學習並不斷地鼓舞人們沿著美德之道前行。受此偉大莊嚴所鼓舞的人們只應如是祈禱並沿此道努力前行，做為祂的工具圓滿祂的意願。祂是宇宙中所有小宇宙個體唯一的希望及激勵。	Questa Entità esiste ugualmente prima della creazione, all’interno della creazione e dopo la creazione. A questa Entità Suprema la nostra preghiera è: «Guida il nostro intelletto e la nostra saggezza lungo il sentiero della rettitudine». Gli esseri umani ricevono la guida necessaria per procedere sul sentiero della rettitudine da Saguńa Brahma. Egli crea situazioni diverse e fornisce un’ispirazione costante affinché gli esseri umani possano apprendere e avanzare sul cammino della virtù. Gli esseri umani, colmi di meraviglia e reverenza, dovrebbero rivolgersi unicamente a Lui, pregandolo di ricevere le indicazioni sottili che li guidino lungo il giusto cammino, così da poter realizzare il Suo volere come Suoi strumenti consapevoli. Egli è l’unica speranza e aspirazione di tutti i microcosmi dell’universo.	Shrii Shrii Ánandamúrti | Márgashiirśa Púrńimá, 1956 DMC, Monghyr | 02 Microcosm and Macrocosm | Subháśita Saḿgraha Part 5	Shrii Shrii Ánandamúrti | 1956年2月4日Márgashiirśa滿月日於Monghyr大法會 | 02 個體小宇宙和大宇宙心靈 | 靈性科學集成 卷5，P.49	661	169
pair_0204_1959_006_250718	0204_1959_006_250718.txt	The mighty Himalayas do not know that they exist, but for a tiny fly existence is quite real. This tiny fly has the potentiality to become a great personality one day in the course of evolution. The fly that you see today is a very insignificant creature, but after hundreds of thousands of years it may become a towering personality of great eminence – a mighty genius. Hence a wise person never despises anyone. There is nothing in the world to be despised, nothing to be slighted or belittled.	龐大的喜馬拉雅山不知道自身的存在，但對一隻小小的蒼蠅而言，活著是很真實的事，這隻小小的蒼蠅具有十足的潛力，在進化的歷程中將有朝一日變成偉大的人。你們今日所看到的蒼蠅是如此渺小微不足道，但在幾十萬年的進化演變後，它或許變成一個赫赫有名的大人物──一個偉大的天才。所以一個明智的人不應鄙視任何人。這世界上任何事物皆不該被渺視、被輕忽貶抑。		Shrii Shrii Ánandamúrti | Márgashiirśa Púrńimá 1959 DMC, Ranchi | 01 The Ascent of the Mind | Subháśita Saḿgraha Part 8	Shrii Shrii Ánandamúrti | 1959年2月4日Márgashiirśa滿月日於Ranchi大法會 | 01 心靈的提升 | 靈性科學集成 卷8，P.6	496	167
pair_0204_1959_009_260626	0204_1959_009_260626.txt	The development of intuition is possible only in living beings who undergo greater psychic clash. Intuition and the awakened kuńd́alinii (sleeping divinity) are indistinguishable. To arouse the kuńd́alinii through psychic clash and intuitional practice means to develop intuition. A person whose kuńd́alinii has awakened does not belong to the crude world of material enjoyment, but is a true citizen of the world of intuition.	唯有心智承受很大衝擊的生靈才能有直覺能力的發展。直覺和被喚醒的靈性沈睡能量(kuńd́alinii)幾乎一樣。藉由心智摩擦的衝擊力和直覺的鍛鍊喚起此一靈性沈睡的能量就是「靈性直覺的開展」。一個靈性沈睡能量被喚醒的人，不再是屬於粗鈍世界的物質享受之人，而是屬於真實靈性直覺世界的子民。	Shrii Shrii Ánandamúrti Pūrṇimā di Mārgaśīrṣa, 1959 – DMC, Ranchi L'elevazione della mente Subhāṣita Saṁgraha, Parte 8	Shrii Shrii Ánandamúrti | Márgashiirśa Púrńimá 1959 DMC, Ranchi | 01 The Ascent of the Mind | Subháśita Saḿgraha Part 8	Shrii Shrii Ánandamúrti | 1959年2月4日Márgashiirśa滿月日於Ranchi大法會 | 01 心靈的提升 | 靈性科學集成 卷8，P.9	430	141
pair_0204_1959_113_250228_Mághii滿月日	0204_1959_113_250228_Mághii滿月日.txt	While performing virtuous deeds people must consider themselves as instruments of the Lord. By ideating that the Cosmic Being is the actual doer, and by surrendering the fruits of all actions to Him, one will not have to undergo any reaction. The authorship of the actions will devolve on the Lord. On the one hand such virtuous deeds will greatly benefit the world, and on the other hand they will increase the number of good saḿskáras of Saguńa Brahma. As He already has so many, it will hardly make any difference to Him at all! The burden of His saḿskáras will not increase in any way. The stable energy in which saḿskáras lie embedded is called paráshakti (stable force of divinity) in intuitional science. As long as microcosms exist, action is a must. Thus all human beings should be persuaded to engage themselves in righteous deeds. If persuasion fails, they should be compelled to tread the virtuous path under pressure of circumstances.	當從事善行時，人們應把自己當成是上主的工具，藉著觀想至上本體才是真正的行為者，並將所有行為之成果臣服於祂，才不會有任何果報。把行為者的身分還給上主。善行一方面可利益眾生，另一方面此舉亦會增加俱屬性至上本體好的業力。既然祂已擁有許多，對祂而言並無差別！祂的業力重擔不會因此而增加。在直覺科學中，業力深植的能量稱為「宇宙神性力量」(paráshakti)。只要個體小宇宙存在，就一定會有行動，因此，所有的人皆應主動從事正當的行為，不然則應在環境的壓力下被強制走上道德之路。		Shrii Shrii Ánandamúrti | Mághii Púrńimá 1959 DMC, Patna | 07 The Macrocosm and the Microcosm – 2 | Subháśita Saḿgraha Part 7	Shrii Shrii Ánandamúrti | 1959年2月4日Mághii滿月日於Patna大法會 | 07 大宇宙心靈與個體小宇宙（二） | 靈性科學集成 卷7，P.113~114	955	234
